구분,신고(발견),확진,시도,시군구,읍면,리,세부주소,위도,경도,개체구분,위도_clean,경도_clean,geometry
722,2020-08-23,2020-08-24,강원도,화천군,상서면,다목리,산1-1,38.173302,127.573727,폐사체,,,POINT (127.573727 38.173302)
723,2020-08-22,2020-08-24,강원도,인제군,서화면,천도리,산1,38.219375,128.228561,폐사체,,,POINT (128.228561 38.219375)
724,2020-08-22,2020-08-24,강원도,인제군,서화면,천도리,산1,38.219375,128.228561,폐사체,,,POINT (128.228561 38.219375)
725,2020-08-23,2020-08-26,강원도,춘천시,사북면,오탄리,산112,38.041189,127.60388,폐사체,,,POINT (127.60388 38.041189)
726,2020-08-25,2020-08-26,강원도,화천군,간동면,방천리,741,38.090995,127.862653,폐사체,,,POINT (127.862653 38.090995)
727,2020-08-25,2020-08-26,강원도,인제군,서화면,천도리,산29,38.231075,128.223944,폐사체,,,POINT (128.223944 38.231075)
728,2020-08-31,2020-09-01,강원도,인제군,서화면,서화리,산1,38.26681,128.278715,폐사체,,,POINT (128.278715 38.26681)
729,2020-08-30,2020-09-01,강원도,양구군,방산면,현리,산1,38.222758,127.924346,폐사체,,,POINT (127.924346 38.222758)
730,2020-08-30,2020-09-01,강원도,양구군,해안면,현리,435,38.295271,128.129146,폐사체,,,POINT (128.129146 38.295271)
731,2020-08-31,2020-09-01,강원도,양구군,남면,적리,산149,38.172553,128.087076,폐사체,,,POINT (128.087076 38.172553)
732,2020-09-02,2020-09-03,강원도,화천군,상서면,장촌리,산12,38.144953,127.647668,폐사체,,,POINT (127.647668 38.144953)
733,2020-09-02,2020-09-03,경기도,포천시,창수면,운산리,218-7,38.05823,127.206042,폐사체,,,POINT (127.206042 38.05823)
734,2020-09-02,2020-09-03,강원도,인제군,서화면,서흥리,산170,38.222777,128.17165,폐사체,,,POINT (128.17165 38.222777)
735,2020-09-04,2020-09-06,강원도,인제군,서화면,서화리,산309-7,38.243579,128.21834,폐사체,,,POINT (128.21834 38.243579)
736,2020-09-07,2020-09-08,경기도,연천군,연천읍,동막리,산35,38.094778,127.115769,폐사체,,,POINT (127.115769 38.094778)
737,2020-09-08,2020-09-11,강원도,양구군,동면,원당리,183-5,38.190099,128.080523,수렵개체,,,POINT (128.080523 38.190099)
738,2020-09-11,2020-09-13,강원도,화천군,상서면,장촌리,587,38.144291,127.647961,폐사체,,,POINT (127.647961 38.144291)
739,2020-09-16,2020-09-17,강원도,양구군,방산면,현리,252-2,38.214458,127.933318,수렵개체,,,POINT (127.933318 38.214458)
740,2020-09-18,2020-09-20,강원도,춘천시,사북면,오탄리,산106,38.039705,127.599837,폐사체,,,POINT (127.599837 38.039705)
741,2020-09-21,2020-09-22,강원도,화천군,상서면,노동리,산157,38.164661,127.657435,폐사체,,,POINT (127.657435 38.164661)
742,2020-09-22,2020-09-23,강원도,화천군,사내면,명월리,산35,38.143356,127.522841,폐사체,,,POINT (127.522841 38.143356)
743,2020-09-22,2020-09-23,강원도,화천군,상서면,다목리,산1-1,38.178752,127.518108,폐사체,,,POINT (127.518108 38.178752)
744,2020-09-22,2020-09-23,강원도,화천군,화천읍,동촌리,2763,38.180134,127.862023,폐사체,,,POINT (127.862023 38.180134)
745,2020-09-22,2020-09-24,강원도,춘천시,사북면,오탄리,산86,38.038904,127.604926,폐사체,,,POINT (127.604926 38.038904)
746,2020-09-25,2020-09-27,강원도,화천군,상서면,다목리,650-5,38.181898,127.529158,폐사체,,,POINT (127.529158 38.181898)
747,2020-09-25,2020-09-27,경기도,연천군,신서면,내산리,산1-1,38.150439,127.158728,폐사체,,,POINT (127.158728 38.150439)
748,2020-09-26,2020-09-28,강원도,화천군,사내면,명월리,산47,38.115228,127.520898,폐사체,,,POINT (127.520898 38.115228)
749,2020-09-26,2020-09-28,강원도,화천군,사내면,명월리,산47,38.115228,127.520898,폐사체,,,POINT (127.520898 38.115228)
750,2020-09-27,2020-09-28,강원도,화천군,화천읍,신읍리,44,38.213911,127.716504,폐사체,,,POINT (127.716504 38.213911)
751,2020-09-26,2020-09-28,경기도,연천군,신서면,내산리,산1-1,38.1638,127.1303,수렵개체,,,POINT (127.1303 38.1638)
752,2020-09-26,2020-09-29,강원도,양구군,남면,적리,산117,38.151735,128.061898,폐사체,,,POINT (128.061898 38.151735)
753,2020-09-28,2020-09-29,강원도,양구군,남면,적리,산149,38.159885,128.074138,폐사체,,,POINT (128.074138 38.159885)
754,2020-09-28,2020-09-29,강원도,인제군,서화면,서흥리,1074,38.194552,128.18977,폐사체,,,POINT (128.18977 38.194552)
755,2020-09-29,2020-10-02,강원도,화천군,사내면,용담리,627-2,38.077802,127.537663,폐사체,,,POINT (127.537663 38.077802)
756,2020-10-04,2020-10-05,강원도,인제군,북면,월학리,2220-1,38.17838,128.148115,폐사체,,,POINT (128.148115 38.17838)
757,2020-10-05,2020-10-06,강원도,인제군,북면,월학리,산431,38.172102,128.197121,폐사체,,,POINT (128.197121 38.172102)
758,2020-10-06,2020-10-07,강원도,인제군,서화면,서흥리,산133,38.191296,128.194658,폐사체,,,POINT (128.194658 38.191296)
759,2020-10-08,2020-10-11,경기도,연천군,중면,삼곶리,산207,38.134453,127.013625,폐사체,,,POINT (127.013625 38.134453)
760,2020-10-08,2020-10-11,경기도,연천군,중면,삼곶리,산207,38.134453,127.013625,폐사체,,,POINT (127.013625 38.134453)
761,2020-10-08,2020-10-12,강원도,철원군,서면,와수리,산102,38.214165,127.431908,폐사체,,,POINT (127.431908 38.214165)
762,2020-10-12,2020-10-14,강원도,인제군,서화면,서흥리,산120,38.185138,128.198444,폐사체,,,POINT (128.198444 38.185138)
763,2020-10-11,2020-10-14,강원도,양구군,방산면,금악리,산1,38.217572,127.898035,폐사체,,,POINT (127.898035 38.217572)
764,2020-10-10,2020-10-14,강원도,인제군,북면,월학리,1366,38.150674,128.199192,수렵개체,,,POINT (128.199192 38.150674)
765,2020-10-13,2020-10-15,경기도,연천군,신서면,대광리,산55,38.1821,127.1369,폐사체,,,POINT (127.1369 38.1821)
766,2020-10-13,2020-10-16,강원도,양구군,남면,적리,산149,38.162821,128.091824,폐사체,,,POINT (128.091824 38.162821)
