구분,신고(발견),확진,시도,시군구,읍면,리,세부주소,위도,경도,개체구분,위도_clean,경도_clean,geometry,시도_시군구
577,2020-04-27,2020-04-28,경기도,연천군,신서면,대광리,산142,38.215379,127.13271,폐사체,,,POINT (127.13271 38.215379),경기도 연천군
578,2020-04-27,2020-04-28,경기도,연천군,중면,합수리,산1,38.165933,127.052163,폐사체,,,POINT (127.052163 38.165933),경기도 연천군
579,2020-04-27,2020-04-28,경기도,연천군,중면,합수리,산220,38.157358,127.045781,폐사체,,,POINT (127.045781 38.157358),경기도 연천군
580,2020-04-27,2020-04-28,경기도,연천군,왕징면,노동리,산76,38.074,126.976,폐사체,,,POINT (126.976 38.074),경기도 연천군
581,2020-04-28,2020-04-29,강원도,화천군,상서면,마현리,산36,38.250214,127.64012,폐사체,,,POINT (127.64012 38.250214),강원도 화천군
582,2020-04-28,2020-04-29,강원도,화천군,상서면,마현리,산36,38.253678,127.640143,폐사체,,,POINT (127.640143 38.253678),강원도 화천군
583,2020-04-28,2020-04-29,강원도,화천군,화천읍,신읍리,산154,38.145377,127.681367,폐사체,,,POINT (127.681367 38.145377),강원도 화천군
584,2020-04-29,2020-04-30,경기도,연천군,백학면,두일리,산59,38.043211,126.918427,폐사체,,,POINT (126.918427 38.043211),경기도 연천군
585,2020-04-29,2020-04-30,경기도,연천군,백학면,두일리,산59,38.043211,126.918427,폐사체,,,POINT (126.918427 38.043211),경기도 연천군
586,2020-04-30,2020-05-03,강원도,화천군,상서면,마현리,산36,38.251575,127.63832,폐사체,,,POINT (127.63832 38.251575),강원도 화천군
587,2020-04-30,2020-05-03,강원도,화천군,상서면,마현리,산36,38.251707,127.640424,폐사체,,,POINT (127.640424 38.251707),강원도 화천군
588,2020-04-29,2020-05-03,경기도,연천군,중면,마거리,산209,38.191299,127.024796,폐사체,,,POINT (127.024796 38.191299),경기도 연천군
589,2020-04-29,2020-05-03,경기도,연천군,장남면,반정리,265,37.973952,126.826907,폐사체,,,POINT (126.826907 37.973952),경기도 연천군
590,2020-05-01,2020-05-03,경기도,연천군,연천읍,부곡리,146,38.081615,127.144448,폐사체,,,POINT (127.144448 38.081615),경기도 연천군
591,2020-05-02,2020-05-04,강원도,화천군,상서면,산양리,산70,38.223261,127.695071,폐사체,,,POINT (127.695071 38.223261),강원도 화천군
592,2020-05-02,2020-05-04,강원도,화천군,상서면,산양리,산70,38.223261,127.695071,폐사체,,,POINT (127.695071 38.223261),강원도 화천군
593,2020-05-02,2020-05-04,강원도,화천군,상서면,산양리,산70,38.223281,127.694871,폐사체,,,POINT (127.694871 38.223281),강원도 화천군
594,2020-05-02,2020-05-04,강원도,화천군,상서면,산양리,산70,38.223168,127.694437,폐사체,,,POINT (127.694437 38.223168),강원도 화천군
595,2020-05-02,2020-05-04,강원도,화천군,화천읍,풍산리,산166,38.128431,127.744657,폐사체,,,POINT (127.744657 38.128431),강원도 화천군
596,2020-05-04,2020-05-06,강원도,화천군,상서면,봉오리,산1,38.17972,127.617322,폐사체,,,POINT (127.617322 38.17972),강원도 화천군
597,2020-05-04,2020-05-06,강원도,화천군,상서면,봉오리,산1,38.178754,127.617049,폐사체,,,POINT (127.617049 38.178754),강원도 화천군
598,2020-05-04,2020-05-06,강원도,화천군,상서면,산양리,산100,38.1985,127.661838,폐사체,,,POINT (127.661838 38.1985),강원도 화천군
599,2020-05-04,2020-05-06,경기도,연천군,왕징면,강서리,산186,38.087642,126.935803,폐사체,,,POINT (126.935803 38.087642),경기도 연천군
600,2020-05-04,2020-05-06,경기도,연천군,신서면,마전리,산138,38.22,127.055,폐사체,,,POINT (127.055 38.22),경기도 연천군
601,2020-05-04,2020-05-06,경기도,연천군,연천읍,부곡리,산68,38.06887,127.170377,폐사체,,,POINT (127.170377 38.06887),경기도 연천군
602,2020-05-04,2020-05-06,경기도,연천군,연천읍,부곡리,산75,38.068784,127.171914,폐사체,,,POINT (127.171914 38.068784),경기도 연천군
603,2020-05-04,2020-05-06,경기도,연천군,신서면,신현리,산17,38.21382,127.040869,폐사체,,,POINT (127.040869 38.21382),경기도 연천군
604,2020-05-02,2020-05-06,경기도,파주시,군내면,읍내리,117,37.93804,126.757289,폐사체,,,POINT (126.757289 37.93804),경기도 파주시
605,2020-05-06,2020-05-07,강원도,화천군,화천읍,신읍리,산218,38.161733,127.71028,폐사체,,,POINT (127.71028 38.161733),강원도 화천군
606,2020-05-06,2020-05-08,강원도,고성군,현내면,명호리,산68,38.58595,128.372289,폐사체,,,POINT (128.372289 38.58595),강원도 고성군
607,2020-05-08,2020-05-10,경기도,연천군,연천읍,부곡리,406-1,38.063897,127.126903,폐사체,,,POINT (127.126903 38.063897),경기도 연천군
608,2020-05-10,2020-05-11,강원도,화천군,상서면,마현리,산45,38.233012,127.630083,폐사체,,,POINT (127.630083 38.233012),강원도 화천군
609,2020-05-10,2020-05-11,경기도,연천군,왕징면,북삼리,317,38.083659,126.998866,폐사체,,,POINT (126.998866 38.083659),경기도 연천군
610,2020-05-11,2020-05-12,강원도,화천군,화천읍,동촌리,산11,38.179116,127.814735,폐사체,,,POINT (127.814735 38.179116),강원도 화천군
611,2020-05-11,2020-05-12,경기도,연천군,신서면,마전리,산180,38.216803,127.081497,폐사체,,,POINT (127.081497 38.216803),경기도 연천군
612,2020-05-11,2020-05-12,경기도,포천시,관인면,중리,산218,38.109033,127.198547,폐사체,,,POINT (127.198547 38.109033),경기도 포천시
613,2020-05-12,2020-05-13,강원도,화천군,화천읍,동촌리,산11,38.175713,127.808749,폐사체,,,POINT (127.808749 38.175713),강원도 화천군
614,2020-05-12,2020-05-13,강원도,화천군,상서면,산양리,산77,38.204209,127.693531,폐사체,,,POINT (127.693531 38.204209),강원도 화천군
615,2020-05-12,2020-05-13,강원도,화천군,상서면,산양리,산70,38.204718,127.695391,폐사체,,,POINT (127.695391 38.204718),강원도 화천군
616,2020-05-12,2020-05-13,강원도,화천군,상서면,산양리,산70,38.206232,127.696786,폐사체,,,POINT (127.696786 38.206232),강원도 화천군
617,2020-05-13,2020-05-14,경기도,연천군,신서면,답곡리,산93,38.2071,127.066179,폐사체,,,POINT (127.066179 38.2071),경기도 연천군
618,2020-05-14,2020-05-15,강원도,화천군,화천읍,동촌리,산11,38.173883,127.815698,폐사체,,,POINT (127.815698 38.173883),강원도 화천군
619,2020-05-13,2020-05-15,경기도,연천군,연천읍,부곡리,산1,38.100795,127.164495,폐사체,,,POINT (127.164495 38.100795),경기도 연천군
620,2020-05-14,2020-05-15,경기도,연천군,왕징면,강서리,산58,38.092517,126.967042,폐사체,,,POINT (126.967042 38.092517),경기도 연천군
621,2020-05-14,2020-05-15,경기도,연천군,왕징면,강서리,산56,38.092837,126.970029,폐사체,,,POINT (126.970029 38.092837),경기도 연천군
622,2020-05-18,2020-05-19,경기도,파주시,진동면,동파리,1497,37.919876,126.773941,폐사체,,,POINT (126.773941 37.919876),경기도 파주시
623,2020-05-18,2020-05-19,경기도,연천군,중면,적거리,644,38.1757,127.0123,폐사체,,,POINT (127.0123 38.1757),경기도 연천군
624,2020-05-02,2020-05-21,경기도,연천군,왕징면,강서리,480,38.093543,126.970159,폐사체,,,POINT (126.970159 38.093543),경기도 연천군
625,2020-05-22,2020-05-24,경기도,연천군,중면,횡산리,산158,38.110305,126.974014,폐사체,,,POINT (126.974014 38.110305),경기도 연천군
626,2020-05-22,2020-05-24,경기도,연천군,왕징면,작동리,787,38.079049,126.898122,폐사체,,,POINT (126.898122 38.079049),경기도 연천군
627,2020-05-22,2020-05-24,경기도,연천군,장남면,자작리,산122,37.994619,126.848141,폐사체,,,POINT (126.848141 37.994619),경기도 연천군
628,2020-05-25,2020-05-26,경기도,연천군,백학면,전동리,산64,38.009077,126.882073,폐사체,,,POINT (126.882073 38.009077),경기도 연천군
629,2020-05-25,2020-05-26,경기도,연천군,왕징면,강서리,산162,38.089958,126.930283,폐사체,,,POINT (126.930283 38.089958),경기도 연천군
630,2020-05-22,2020-05-26,경기도,연천군,왕징면,강내리,산7,38.126707,127.008482,수렵개체,,,POINT (127.008482 38.126707),경기도 연천군
631,2020-05-26,2020-05-27,경기도,연천군,중면,횡산리,1120,38.13452,126.994959,폐사체,,,POINT (126.994959 38.13452),경기도 연천군
632,2020-06-04,2020-06-05,경기도,연천군,신서면,대광리,533-2,38.2142,127.1231,폐사체,,,POINT (127.1231 38.2142),경기도 연천군
633,2020-06-08,2020-06-09,경기도,연천군,연천읍,부곡리,산99,38.065654,127.157532,폐사체,,,POINT (127.157532 38.065654),경기도 연천군
634,2020-06-09,2020-06-10,경기도,연천군,연천읍,부곡리,394,38.063468,127.162703,폐사체,,,POINT (127.162703 38.063468),경기도 연천군
635,2020-06-10,2020-06-11,강원도,화천군,상서면,산양리,599,38.247042,127.667554,포획개체,,,POINT (127.667554 38.247042),강원도 화천군
636,2020-06-11,2020-06-12,강원도,화천군,상서면,마현리,산45-2,38.23996,127.619573,폐사체,,,POINT (127.619573 38.23996),강원도 화천군
637,2020-06-12,2020-06-14,강원도,화천군,상서면,마현리,277,38.238578,127.614675,폐사체,,,POINT (127.614675 38.238578),강원도 화천군
638,2020-06-12,2020-06-14,강원도,화천군,화천읍,풍산리,산237,38.133791,127.754147,폐사체,,,POINT (127.754147 38.133791),강원도 화천군
639,2020-06-13,2020-06-15,경기도,연천군,연천읍,상리,36,38.139677,127.07433,폐사체,,,POINT (127.07433 38.139677),경기도 연천군
640,2020-06-15,2020-06-16,경기도,연천군,연천읍,부곡리,394,38.063816,127.164263,폐사체,,,POINT (127.164263 38.063816),경기도 연천군
641,2020-06-18,2020-06-19,경기도,연천군,신서면,대광리,1033,38.18432,127.116839,폐사체,,,POINT (127.116839 38.18432),경기도 연천군
642,2020-06-18,2020-06-19,경기도,연천군,중면,마거리,688,38.19556,127.028439,폐사체,,,POINT (127.028439 38.19556),경기도 연천군
643,2020-06-18,2020-06-19,경기도,연천군,중면,횡산리,산228-2,38.129138,126.992468,폐사체,,,POINT (126.992468 38.129138),경기도 연천군
644,2020-06-18,2020-06-19,경기도,연천군,중면,횡산리,산228-2,38.129138,126.992468,폐사체,,,POINT (126.992468 38.129138),경기도 연천군
645,2020-06-17,2020-06-19,경기도,포천시,창수면,신흥리,155,38.04734,127.14325,포획개체,,,POINT (127.14325 38.04734),경기도 포천시
646,2020-06-22,2020-06-23,경기도,연천군,연천읍,부곡리,393,38.064724,127.165674,폐사체,,,POINT (127.165674 38.064724),경기도 연천군
647,2020-06-22,2020-06-23,경기도,연천군,연천읍,부곡리,산96,38.062841,127.164056,폐사체,,,POINT (127.164056 38.062841),경기도 연천군
648,2020-06-22,2020-06-23,경기도,연천군,중면,마거리,482,38.197317,127.040001,폐사체,,,POINT (127.040001 38.197317),경기도 연천군
649,2020-06-22,2020-06-23,경기도,연천군,중면,마거리,482,38.197317,127.040001,폐사체,,,POINT (127.040001 38.197317),경기도 연천군
650,2020-06-22,2020-06-23,경기도,연천군,중면,마거리,482,38.197317,127.040001,폐사체,,,POINT (127.040001 38.197317),경기도 연천군
651,2020-06-22,2020-06-23,경기도,연천군,중면,마거리,482,38.197317,127.040001,폐사체,,,POINT (127.040001 38.197317),경기도 연천군
652,2020-06-22,2020-06-23,경기도,연천군,중면,마거리,482,38.197317,127.040001,폐사체,,,POINT (127.040001 38.197317),경기도 연천군
653,2020-06-23,2020-06-24,강원도,화천군,간동면,구만리,산5,38.125178,127.767415,폐사체,,,POINT (127.767415 38.125178),강원도 화천군
654,2020-06-27,2020-06-29,경기도,포천시,창수면,신흥리,산31,38.055708,127.168131,폐사체,,,POINT (127.168131 38.055708),경기도 포천시
655,2020-06-29,2020-06-30,경기도,연천군,연천읍,부곡리,394,38.064504,127.165225,폐사체,,,POINT (127.165225 38.064504),경기도 연천군
656,2020-07-01,2020-07-03,경기도,연천군,연천읍,고문리,545,38.06193,127.119512,폐사체,,,POINT (127.119512 38.06193),경기도 연천군
657,2020-07-01,2020-07-03,경기도,포천시,창수면,신흥리,17-4,38.0592,127.174024,폐사체,,,POINT (127.174024 38.0592),경기도 포천시
658,2020-07-01,2020-07-03,경기도,포천시,창수면,신흥리,산31,38.053432,127.165273,폐사체,,,POINT (127.165273 38.053432),경기도 포천시
659,2020-07-02,2020-07-03,경기도,연천군,중면,적음리,8-1,38.18687,126.989574,폐사체,,,POINT (126.989574 38.18687),경기도 연천군
660,2020-07-03,2020-07-05,경기도,포천시,창수면,신흥리,산1-3,38.05132,127.165164,폐사체,,,POINT (127.165164 38.05132),경기도 포천시
661,2020-07-03,2020-07-05,경기도,포천시,창수면,신흥리,산31,38.056,127.164,폐사체,,,POINT (127.164 38.056),경기도 포천시
662,2020-07-03,2020-07-05,경기도,포천시,창수면,신흥리,산31,38.056,127.164,폐사체,,,POINT (127.164 38.056),경기도 포천시
663,2020-07-06,2020-07-07,강원도,화천군,간동면,구만리,1200,38.098968,127.774032,폐사체,,,POINT (127.774032 38.098968),강원도 화천군
664,2020-07-07,2020-07-08,강원도,화천군,화천읍,풍산리,811,38.146719,127.769137,폐사체,,,POINT (127.769137 38.146719),강원도 화천군
665,2020-07-07,2020-07-08,강원도,화천군,상서면,봉오리,801,38.209514,127.572357,폐사체,,,POINT (127.572357 38.209514),강원도 화천군
666,2020-07-07,2020-07-08,경기도,연천군,연천읍,부곡리,산18,38.08521,127.161797,폐사체,,,POINT (127.161797 38.08521),경기도 연천군
667,2020-07-07,2020-07-08,경기도,연천군,연천읍,부곡리,산18,38.085109,127.161798,폐사체,,,POINT (127.161798 38.085109),경기도 연천군
668,2020-07-10,2020-07-12,경기도,연천군,연천읍,부곡리,산18,38.085208,127.16183,폐사체,,,POINT (127.16183 38.085208),경기도 연천군
669,2020-07-11,2020-07-13,강원도,화천군,상서면,봉오리,81,38.175532,127.625805,폐사체,,,POINT (127.625805 38.175532),강원도 화천군
670,2020-07-11,2020-07-13,강원도,화천군,상서면,파포리,산132,38.146819,127.633434,폐사체,,,POINT (127.633434 38.146819),강원도 화천군
671,2020-07-13,2020-07-16,강원도,화천군,화천읍,풍산리,산270,38.285103,127.812577,폐사체,,,POINT (127.812577 38.285103),강원도 화천군
672,2020-07-15,2020-07-16,경기도,연천군,연천읍,부곡리,185-1,38.07974,127.13571,폐사체,,,POINT (127.13571 38.07974),경기도 연천군
673,2020-07-15,2020-07-16,강원도,화천군,상서면,마현리,산24,38.252382,127.592327,폐사체,,,POINT (127.592327 38.252382),강원도 화천군
674,2020-07-15,2020-07-17,강원도,화천군,사내면,용담리,539-2,38.08084,127.546644,포획개체,,,POINT (127.546644 38.08084),강원도 화천군
675,2020-07-16,2020-07-17,강원도,화천군,하남면,논미리,1093,38.122309,127.640196,폐사체,,,POINT (127.640196 38.122309),강원도 화천군
676,2020-07-16,2020-07-17,경기도,연천군,연천읍,부곡리,산18,38.08472,127.16008,폐사체,,,POINT (127.16008 38.08472),경기도 연천군
677,2020-07-20,2020-07-21,강원도,화천군,상서면,봉오리,433,38.186053,127.58073,포획개체,,,POINT (127.58073 38.186053),강원도 화천군
678,2020-07-22,2020-07-24,강원도,화천군,상서면,파포리,산157-4,38.148727,127.639786,폐사체,,,POINT (127.639786 38.148727),강원도 화천군
679,2020-07-22,2020-07-24,강원도,화천군,상서면,다목리,769-5,38.169451,127.527765,포획개체,,,POINT (127.527765 38.169451),강원도 화천군
680,2020-07-23,2020-07-24,강원도,화천군,상서면,구운리,1163,38.141526,127.612516,폐사체,,,POINT (127.612516 38.141526),강원도 화천군
681,2020-07-25,2020-07-27,경기도,포천시,창수면,운산리,523,38.046253,127.194973,폐사체,,,POINT (127.194973 38.046253),경기도 포천시
682,2020-07-25,2020-07-27,경기도,포천시,창수면,운산리,산131-1,38.044396,127.190527,폐사체,,,POINT (127.190527 38.044396),경기도 포천시
683,2020-07-25,2020-07-27,경기도,포천시,창수면,운산리,산131-1,38.043961,127.190274,폐사체,,,POINT (127.190274 38.043961),경기도 포천시
684,2020-07-25,2020-07-27,경기도,포천시,창수면,운산리,산131-1,38.043961,127.190274,폐사체,,,POINT (127.190274 38.043961),경기도 포천시
685,2020-07-27,2020-07-28,강원도,화천군,상서면,마현리,264,38.239859,127.618826,폐사체,,,POINT (127.618826 38.239859),강원도 화천군
686,2020-07-27,2020-07-28,강원도,화천군,상서면,다목리,193,38.175793,127.581972,폐사체,,,POINT (127.581972 38.175793),강원도 화천군
687,2020-07-28,2020-07-29,강원도,화천군,상서면,마현리,545-2,38.253126,127.582706,폐사체,,,POINT (127.582706 38.253126),강원도 화천군
688,2020-07-28,2020-07-29,경기도,포천시,창수면,신흥리,산1-2,38.04872,127.18852,폐사체,,,POINT (127.18852 38.04872),경기도 포천시
689,2020-07-28,2020-07-29,강원도,화천군,상서면,다목리,167-2,38.177578,127.577944,포획개체,,,POINT (127.577944 38.177578),강원도 화천군
690,2020-07-31,2020-08-02,강원도,화천군,상서면,구운리,1163,38.142685,127.569291,폐사체,,,POINT (127.569291 38.142685),강원도 화천군
691,2020-08-01,2020-08-03,경기도,포천시,창수면,운산리,477-2,38.048013,127.207709,포획개체,,,POINT (127.207709 38.048013),경기도 포천시
692,2020-08-05,2020-08-06,강원도,화천군,상서면,다목리,242,38.166238,127.56805,포획개체,,,POINT (127.56805 38.166238),강원도 화천군
693,2020-08-06,2020-08-07,경기도,연천군,백학면,석장리,793,38.0792,126.9203,포획개체,,,POINT (126.9203 38.0792),경기도 연천군
694,2020-08-07,2020-08-09,강원도,화천군,상서면,구운리,산78-1,38.131663,127.643418,폐사체,,,POINT (127.643418 38.131663),강원도 화천군
695,2020-08-07,2020-08-09,강원도,화천군,화천읍,동촌리,산304-31,38.207623,127.844883,폐사체,,,POINT (127.844883 38.207623),강원도 화천군
696,2020-08-07,2020-08-09,강원도,양구군,방산면,금악리,산1,38.214819,127.893098,폐사체,,,POINT (127.893098 38.214819),강원도 양구군
697,2020-08-08,2020-08-10,강원도,화천군,상서면,구운리,369-15,38.136879,127.637543,수렵개체,,,POINT (127.637543 38.136879),강원도 화천군
698,2020-08-10,2020-08-11,강원도,화천군,상서면,부촌리,산81,38.187109,127.639698,폐사체,,,POINT (127.639698 38.187109),강원도 화천군
699,2020-08-11,2020-08-12,강원도,화천군,하남면,원천리,876,38.092397,127.65077,폐사체,,,POINT (127.65077 38.092397),강원도 화천군
700,2020-08-11,2020-08-12,경기도,포천시,창수면,오가리,산129-1,38.028126,127.184323,폐사체,,,POINT (127.184323 38.028126),경기도 포천시
701,2020-08-12,2020-08-13,강원도,화천군,상서면,다목리,산1-1,38.162882,127.561677,폐사체,,,POINT (127.561677 38.162882),강원도 화천군
702,2020-08-11,2020-08-14,강원도,인제군,인제읍,가아리,764-3,38.151284,128.10876,폐사체,,,POINT (128.10876 38.151284),강원도 인제군
703,2020-08-13,2020-08-14,강원도,철원군,원남면,노동리,산12,38.308661,127.674843,폐사체,,,POINT (127.674843 38.308661),강원도 철원군
704,2020-08-13,2020-08-14,강원도,화천군,사내면,광덕리,산195,38.106843,127.467605,폐사체,,,POINT (127.467605 38.106843),강원도 화천군
705,2020-08-13,2020-08-14,강원도,철원군,근남면,육단리,산88-1,38.225037,127.538674,폐사체,,,POINT (127.538674 38.225037),강원도 철원군
706,2020-08-13,2020-08-14,강원도,양구군,동면,팔랑리,산10-4,38.232636,128.084781,폐사체,,,POINT (128.084781 38.232636),강원도 양구군
707,2020-08-14,2020-08-16,강원도,인제군,인제읍,가아리,751,38.152233,128.107133,폐사체,,,POINT (128.107133 38.152233),강원도 인제군
708,2020-08-14,2020-08-16,강원도,화천군,상서면,다목리,471,38.182284,127.533063,폐사체,,,POINT (127.533063 38.182284),강원도 화천군
709,2020-08-15,2020-08-16,강원도,화천군,상서면,다목리,산52-1,38.182821,127.521307,폐사체,,,POINT (127.521307 38.182821),강원도 화천군
710,2020-08-17,2020-08-18,강원도,화천군,상서면,다목리,산1-1,38.158826,127.51589,폐사체,,,POINT (127.51589 38.158826),강원도 화천군
711,2020-08-17,2020-08-18,강원도,인제군,인제읍,가아리,산81-2,38.151729,128.10538,폐사체,,,POINT (128.10538 38.151729),강원도 인제군
712,2020-08-18,2020-08-19,강원도,철원군,근남면,육단리,산88-1,38.217996,127.538532,폐사체,,,POINT (127.538532 38.217996),강원도 철원군
713,2020-08-18,2020-08-19,강원도,화천군,상서면,다목리,산47,38.177254,127.537729,폐사체,,,POINT (127.537729 38.177254),강원도 화천군
714,2020-08-18,2020-08-19,강원도,철원군,근남면,육단리,산88-1,38.234245,127.522562,폐사체,,,POINT (127.522562 38.234245),강원도 철원군
715,2020-08-18,2020-08-19,강원도,양구군,동면,팔랑리,산1-5,38.21078,128.09659,폐사체,,,POINT (128.09659 38.21078),강원도 양구군
716,2020-08-18,2020-08-19,강원도,화천군,상서면,구운리,369-1,38.136954,127.637189,폐사체,,,POINT (127.637189 38.136954),강원도 화천군
717,2020-08-19,2020-08-20,강원도,화천군,화천읍,풍산리,산1,38.149618,127.767061,폐사체,,,POINT (127.767061 38.149618),강원도 화천군
718,2020-08-19,2020-08-20,강원도,양구군,동면,팔랑리,산1,38.237118,128.091675,폐사체,,,POINT (128.091675 38.237118),강원도 양구군
719,2020-08-20,2020-08-21,강원도,양구군,동면,팔랑리,산84,38.227033,128.087728,폐사체,,,POINT (128.087728 38.227033),강원도 양구군
720,2020-08-20,2020-08-21,경기도,연천군,연천읍,부곡리,산156,38.091765,127.133927,폐사체,,,POINT (127.133927 38.091765),경기도 연천군
721,2020-08-19,2020-08-21,경기도,연천군,장남면,자작리,761,37.993664,126.860384,수렵개체,,,POINT (126.860384 37.993664),경기도 연천군
722,2020-08-23,2020-08-24,강원도,화천군,상서면,다목리,산1-1,38.173302,127.573727,폐사체,,,POINT (127.573727 38.173302),강원도 화천군
723,2020-08-22,2020-08-24,강원도,인제군,서화면,천도리,산1,38.219375,128.228561,폐사체,,,POINT (128.228561 38.219375),강원도 인제군
724,2020-08-22,2020-08-24,강원도,인제군,서화면,천도리,산1,38.219375,128.228561,폐사체,,,POINT (128.228561 38.219375),강원도 인제군
725,2020-08-23,2020-08-26,강원도,춘천시,사북면,오탄리,산112,38.041189,127.60388,폐사체,,,POINT (127.60388 38.041189),강원도 춘천시
726,2020-08-25,2020-08-26,강원도,화천군,간동면,방천리,741,38.090995,127.862653,폐사체,,,POINT (127.862653 38.090995),강원도 화천군
727,2020-08-25,2020-08-26,강원도,인제군,서화면,천도리,산29,38.231075,128.223944,폐사체,,,POINT (128.223944 38.231075),강원도 인제군
728,2020-08-31,2020-09-01,강원도,인제군,서화면,서화리,산1,38.26681,128.278715,폐사체,,,POINT (128.278715 38.26681),강원도 인제군
729,2020-08-30,2020-09-01,강원도,양구군,방산면,현리,산1,38.222758,127.924346,폐사체,,,POINT (127.924346 38.222758),강원도 양구군
730,2020-08-30,2020-09-01,강원도,양구군,해안면,현리,435,38.295271,128.129146,폐사체,,,POINT (128.129146 38.295271),강원도 양구군
731,2020-08-31,2020-09-01,강원도,양구군,남면,적리,산149,38.172553,128.087076,폐사체,,,POINT (128.087076 38.172553),강원도 양구군
732,2020-09-02,2020-09-03,강원도,화천군,상서면,장촌리,산12,38.144953,127.647668,폐사체,,,POINT (127.647668 38.144953),강원도 화천군
733,2020-09-02,2020-09-03,경기도,포천시,창수면,운산리,218-7,38.05823,127.206042,폐사체,,,POINT (127.206042 38.05823),경기도 포천시
734,2020-09-02,2020-09-03,강원도,인제군,서화면,서흥리,산170,38.222777,128.17165,폐사체,,,POINT (128.17165 38.222777),강원도 인제군
735,2020-09-04,2020-09-06,강원도,인제군,서화면,서화리,산309-7,38.243579,128.21834,폐사체,,,POINT (128.21834 38.243579),강원도 인제군
736,2020-09-07,2020-09-08,경기도,연천군,연천읍,동막리,산35,38.094778,127.115769,폐사체,,,POINT (127.115769 38.094778),경기도 연천군
737,2020-09-08,2020-09-11,강원도,양구군,동면,원당리,183-5,38.190099,128.080523,수렵개체,,,POINT (128.080523 38.190099),강원도 양구군
738,2020-09-11,2020-09-13,강원도,화천군,상서면,장촌리,587,38.144291,127.647961,폐사체,,,POINT (127.647961 38.144291),강원도 화천군
739,2020-09-16,2020-09-17,강원도,양구군,방산면,현리,252-2,38.214458,127.933318,수렵개체,,,POINT (127.933318 38.214458),강원도 양구군
740,2020-09-18,2020-09-20,강원도,춘천시,사북면,오탄리,산106,38.039705,127.599837,폐사체,,,POINT (127.599837 38.039705),강원도 춘천시
741,2020-09-21,2020-09-22,강원도,화천군,상서면,노동리,산157,38.164661,127.657435,폐사체,,,POINT (127.657435 38.164661),강원도 화천군
742,2020-09-22,2020-09-23,강원도,화천군,사내면,명월리,산35,38.143356,127.522841,폐사체,,,POINT (127.522841 38.143356),강원도 화천군
743,2020-09-22,2020-09-23,강원도,화천군,상서면,다목리,산1-1,38.178752,127.518108,폐사체,,,POINT (127.518108 38.178752),강원도 화천군
744,2020-09-22,2020-09-23,강원도,화천군,화천읍,동촌리,2763,38.180134,127.862023,폐사체,,,POINT (127.862023 38.180134),강원도 화천군
745,2020-09-22,2020-09-24,강원도,춘천시,사북면,오탄리,산86,38.038904,127.604926,폐사체,,,POINT (127.604926 38.038904),강원도 춘천시
746,2020-09-25,2020-09-27,강원도,화천군,상서면,다목리,650-5,38.181898,127.529158,폐사체,,,POINT (127.529158 38.181898),강원도 화천군
747,2020-09-25,2020-09-27,경기도,연천군,신서면,내산리,산1-1,38.150439,127.158728,폐사체,,,POINT (127.158728 38.150439),경기도 연천군
748,2020-09-26,2020-09-28,강원도,화천군,사내면,명월리,산47,38.115228,127.520898,폐사체,,,POINT (127.520898 38.115228),강원도 화천군
749,2020-09-26,2020-09-28,강원도,화천군,사내면,명월리,산47,38.115228,127.520898,폐사체,,,POINT (127.520898 38.115228),강원도 화천군
750,2020-09-27,2020-09-28,강원도,화천군,화천읍,신읍리,44,38.213911,127.716504,폐사체,,,POINT (127.716504 38.213911),강원도 화천군
751,2020-09-26,2020-09-28,경기도,연천군,신서면,내산리,산1-1,38.1638,127.1303,수렵개체,,,POINT (127.1303 38.1638),경기도 연천군
752,2020-09-26,2020-09-29,강원도,양구군,남면,적리,산117,38.151735,128.061898,폐사체,,,POINT (128.061898 38.151735),강원도 양구군
753,2020-09-28,2020-09-29,강원도,양구군,남면,적리,산149,38.159885,128.074138,폐사체,,,POINT (128.074138 38.159885),강원도 양구군
754,2020-09-28,2020-09-29,강원도,인제군,서화면,서흥리,1074,38.194552,128.18977,폐사체,,,POINT (128.18977 38.194552),강원도 인제군
755,2020-09-29,2020-10-02,강원도,화천군,사내면,용담리,627-2,38.077802,127.537663,폐사체,,,POINT (127.537663 38.077802),강원도 화천군
756,2020-10-04,2020-10-05,강원도,인제군,북면,월학리,2220-1,38.17838,128.148115,폐사체,,,POINT (128.148115 38.17838),강원도 인제군
757,2020-10-05,2020-10-06,강원도,인제군,북면,월학리,산431,38.172102,128.197121,폐사체,,,POINT (128.197121 38.172102),강원도 인제군
758,2020-10-06,2020-10-07,강원도,인제군,서화면,서흥리,산133,38.191296,128.194658,폐사체,,,POINT (128.194658 38.191296),강원도 인제군
759,2020-10-08,2020-10-11,경기도,연천군,중면,삼곶리,산207,38.134453,127.013625,폐사체,,,POINT (127.013625 38.134453),경기도 연천군
760,2020-10-08,2020-10-11,경기도,연천군,중면,삼곶리,산207,38.134453,127.013625,폐사체,,,POINT (127.013625 38.134453),경기도 연천군
761,2020-10-08,2020-10-12,강원도,철원군,서면,와수리,산102,38.214165,127.431908,폐사체,,,POINT (127.431908 38.214165),강원도 철원군
762,2020-10-12,2020-10-14,강원도,인제군,서화면,서흥리,산120,38.185138,128.198444,폐사체,,,POINT (128.198444 38.185138),강원도 인제군
