구분,신고(발견),확진,시도,시군구,읍면,리,세부주소,위도,경도,개체구분,위도_clean,경도_clean,geometry,시도_시군구
2318,2022-03-03,2022-03-08,강원도,강릉시,왕산면,도마리,산449,37.640254,128.833377,폐사체,,,POINT (128.833377 37.640254),강원도 강릉시
2319,2022-03-03,2022-03-08,강원도,강릉시,왕산면,도마리,산449,37.640254,128.833377,폐사체,,,POINT (128.833377 37.640254),강원도 강릉시
2320,2022-03-03,2022-03-08,강원도,강릉시,왕산면,도마리,산449,37.645226,128.833502,폐사체,,,POINT (128.833502 37.645226),강원도 강릉시
2321,2022-03-04,2022-03-08,강원도,강릉시,왕산면,도마리,산329,37.667374,128.963164,폐사체,,,POINT (128.963164 37.667374),강원도 강릉시
2322,2022-03-07,2022-03-08,강원도,영월군,한반도면 ,후탄리,424,37.207968,128.369556,폐사체,,,POINT (128.369556 37.207968),강원도 영월군
2323,2022-03-04,2022-03-10,강원도,삼척시,신기면,대이리,산41-3,37.334825,129.022048,폐사체,,,POINT (129.022048 37.334825),강원도 삼척시
2324,2022-03-04,2022-03-10,강원도,삼척시,신기면,대이리,산41-3,37.334825,129.022048,폐사체,,,POINT (129.022048 37.334825),강원도 삼척시
2325,2022-03-04,2022-03-10,강원도,삼척시,신기면,대이리,산41-3,37.334825,129.022048,폐사체,,,POINT (129.022048 37.334825),강원도 삼척시
2326,2022-03-04,2022-03-10,강원도,삼척시,신기면,대이리,146,37.332788,129.022664,폐사체,,,POINT (129.022664 37.332788),강원도 삼척시
2327,2022-03-04,2022-03-10,강원도,삼척시,신기면,대이리,146,37.332788,129.022664,폐사체,,,POINT (129.022664 37.332788),강원도 삼척시
2328,2022-03-04,2022-03-10,강원도,삼척시,신기면,대이리,산54,37.332771,129.022442,폐사체,,,POINT (129.022442 37.332771),강원도 삼척시
2329,2022-03-07,2022-03-10,충청북도,단양군,단성면,별천리,산56-1,36.870092,128.269352,폐사체,,,POINT (128.269352 36.870092),충청북도 단양군
2330,2022-03-07,2022-03-10,충청북도,단양군,단성면,별천리,산56-1,36.872003,128.269578,폐사체,,,POINT (128.269578 36.872003),충청북도 단양군
2331,2022-03-08,2022-03-10,충청북도,보은군,속리산면,삼가리,산26-2,36.494426,127.842594,폐사체,,,POINT (127.842594 36.494426),충청북도 보은군
2332,2022-03-08,2022-03-10,충청북도,보은군,속리산면,삼가리,산26-2,36.494442,127.842461,폐사체,,,POINT (127.842461 36.494442),충청북도 보은군
2333,2022-03-08,2022-03-10,충청북도,보은군,속리산면,삼가리,산26-2,36.49494,127.84285,폐사체,,,POINT (127.84285 36.49494),충청북도 보은군
2334,2022-03-08,2022-03-10,충청북도,보은군,속리산면,삼가리,산26-2,36.49477,127.84317,폐사체,,,POINT (127.84317 36.49477),충청북도 보은군
2335,2022-03-08,2022-03-10,충청북도,보은군,속리산면,삼가리,산26-2,36.49501,127.8435,폐사체,,,POINT (127.8435 36.49501),충청북도 보은군
2336,2022-03-06,2022-03-10,충청북도,제천시,덕산면,월악리,산1-1,36.838391,128.150871,폐사체,,,POINT (128.150871 36.838391),충청북도 제천시
2337,2022-03-06,2022-03-10,충청북도,제천시,덕산면,월악리,산1-1,36.838484,128.146385,폐사체,,,POINT (128.146385 36.838484),충청북도 제천시
2338,2022-03-06,2022-03-10,충청북도,제천시,덕산면,월악리,산1-1,36.838616,128.147505,폐사체,,,POINT (128.147505 36.838616),충청북도 제천시
2339,2022-03-02,2022-03-11,경상북도,울진군,북면,주인리,산160,37.10363,129.2728,폐사체,,,POINT (129.2728 37.10363),경상북도 울진군
2340,2022-03-09,2022-03-11,강원도,춘천시,동면,감정리,산135,37.89406,127.7922,폐사체,,,POINT (127.7922 37.89406),강원도 춘천시
2341,2022-03-10,2022-03-11,강원도,영월군,한반도면,후탄리,산14,37.20771,128.364,폐사체,,,POINT (128.364 37.20771),강원도 영월군
2342,2022-03-08,2022-03-11,강원도,홍천군,북방면,부사원리,산20-1,37.74168,127.8442,폐사체,,,POINT (127.8442 37.74168),강원도 홍천군
2343,2022-03-10,2022-03-11,충청북도,제천시,덕산면,월악리,산14-1,36.87973,128.1268,폐사체,,,POINT (128.1268 36.87973),충청북도 제천시
2344,2022-03-08,2022-03-13,강원도,동해시,쇄운동,,837,37.474408,129.068736,폐사체,,,POINT (129.068736 37.474408),강원도 동해시
2345,2022-03-03,2022-03-13,강원도,정선군,임계면,덕암리,산56,37.398934,128.840704,폐사체,,,POINT (128.840704 37.398934),강원도 정선군
2346,2022-03-07,2022-03-13,강원도,정선군,화암면,건천리,416-4,37.319101,128.8385,폐사체,,,POINT (128.8385 37.319101),강원도 정선군
2347,2022-03-08,2022-03-13,강원도,정선군,신동읍,고성리,산194,37.223229,128.595454,폐사체,,,POINT (128.595454 37.223229),강원도 정선군
2348,2022-03-10,2022-03-13,강원도,정선군,정선읍,북실리,산129,37.375893,128.627807,폐사체,,,POINT (128.627807 37.375893),강원도 정선군
2349,2022-03-10,2022-03-13,강원도,정선군,정선읍,북실리,산129,37.375893,128.627807,폐사체,,,POINT (128.627807 37.375893),강원도 정선군
2350,2022-03-10,2022-03-13,충청북도,보은군,속리산면,상판리,산21-1,36.514687,127.844512,폐사체,,,POINT (127.844512 36.514687),충청북도 보은군
2351,2022-03-10,2022-03-13,충청북도,제천시,송학면,장곡리,산47-1,37.208882,128.316627,폐사체,,,POINT (128.316627 37.208882),충청북도 제천시
2352,2022-03-10,2022-03-13,충청북도,제천시,백운면,애련리,산160-1,37.121277,128.049605,폐사체,,,POINT (128.049605 37.121277),충청북도 제천시
2353,2022-03-10,2022-03-13,경기도,가평군,조종면,마일리,산236-2,37.831301,127.380451,폐사체,,,POINT (127.380451 37.831301),경기도 가평군
2354,2022-03-11,2022-03-13,강원도,영월군,한반도면,후탄리,산18,37.209365,128.370816,폐사체,,,POINT (128.370816 37.209365),강원도 영월군
2355,2022-03-11,2022-03-13,강원도,영월군,한반도면,후탄리,산3,37.210317,128.370975,폐사체,,,POINT (128.370975 37.210317),강원도 영월군
2356,2022-03-11,2022-03-13,강원도,영월군,한반도면,후탄리,산3,37.210325,128.371022,폐사체,,,POINT (128.371022 37.210325),강원도 영월군
2357,2022-03-11,2022-03-13,강원도,영월군,한반도면,후탄리,산3,37.210331,128.370985,폐사체,,,POINT (128.370985 37.210331),강원도 영월군
2358,2022-03-11,2022-03-13,강원도,영월군,한반도면,후탄리,산3,37.210347,128.370988,폐사체,,,POINT (128.370988 37.210347),강원도 영월군
2359,2022-03-11,2022-03-15,강원도,횡성군,정일면,속실리,산20-1,37.645946,128.205895,폐사체,,,POINT (128.205895 37.645946),강원도 횡성군
2360,2022-03-11,2022-03-16,강원도,영월군,산술면,화원리,산98,37.156634,128.643877,수렵개체,,,POINT (128.643877 37.156634),강원도 영월군
2361,2022-03-11,2022-03-16,강원도,영월군,산술면,화원리,산98,37.15784,128.645683,수렵개체,,,POINT (128.645683 37.15784),강원도 영월군
2362,2022-03-11,2022-03-16,강원도,영월군,산술면,화원리,산98,37.158162,128.645804,수렵개체,,,POINT (128.645804 37.158162),강원도 영월군
2363,2022-03-11,2022-03-16,강원도,영월군,산술면,화원리,산98,37.158162,128.645804,수렵개체,,,POINT (128.645804 37.158162),강원도 영월군
2364,2022-03-10,2022-03-16,강원도,강릉시,옥계면,북동리,산397,37.158162,128.645804,수렵개체,,,POINT (128.645804 37.158162),강원도 강릉시
2365,2022-03-10,2022-03-16,강원도,강릉시,왕사면,대기리,2810,37.611271,128.966452,수렵개체,,,POINT (128.966452 37.611271),강원도 강릉시
2366,2022-03-11,2022-03-16,강원도,강릉시,옥계면,남양리,1271,37.578765,128.789062,수렵개체,,,POINT (128.789062 37.578765),강원도 강릉시
2367,2022-03-11,2022-03-16,강원도,강릉시,왕산면,대기리,2912,37.56188,129.014427,수렵개체,,,POINT (129.014427 37.56188),강원도 강릉시
2368,2022-03-11,2022-03-16,강원도,강릉시,왕산면,대기리,2912,37.584364,128.750364,수렵개체,,,POINT (128.750364 37.584364),강원도 강릉시
2369,2022-03-11,2022-03-16,강원도,강릉시,왕산면,대기리,2912,37.584367,128.750361,수렵개체,,,POINT (128.750361 37.584367),강원도 강릉시
2370,2022-03-12,2022-03-16,강원도,강릉시,옥계면,북동리,산397,37.611271,128.966452,수렵개체,,,POINT (128.966452 37.611271),강원도 강릉시
2371,2022-03-12,2022-03-16,강원도,강릉시,강동면,임곡리,831,37.64162,128.955415,수렵개체,,,POINT (128.955415 37.64162),강원도 강릉시
2372,2022-03-11,2022-03-16,강원도,강릉시,왕산면,왕산리,산99-1,37.640757,128.781248,폐사체,,,POINT (128.781248 37.640757),강원도 강릉시
2373,2022-03-11,2022-03-16,강원도,강릉시,왕산면,왕산리,산1,37.640617,128.780974,폐사체,,,POINT (128.780974 37.640617),강원도 강릉시
2374,2022-03-11,2022-03-16,강원도,정선군,임계면,도전리,산64,37.476369,128.932359,폐사체,,,POINT (128.932359 37.476369),강원도 정선군
2375,2022-03-11,2022-03-16,강원도,정선군,임계면,도전리,산64,37.476366,128.932294,폐사체,,,POINT (128.932294 37.476366),강원도 정선군
2376,2022-03-11,2022-03-16,강원도,정선군,임계면,도전리,산64,37.476366,128.932294,폐사체,,,POINT (128.932294 37.476366),강원도 정선군
2377,2022-03-11,2022-03-16,강원도,정선군,임계면,도전리,산64,37.476452,128.931856,폐사체,,,POINT (128.931856 37.476452),강원도 정선군
2378,2022-03-11,2022-03-16,강원도,정선군,임계면,도전리,산64,37.476589,128.93162,폐사체,,,POINT (128.93162 37.476589),강원도 정선군
2379,2022-03-15,2022-03-16,강원도,정선군,사북읍,직전리,119-1,37.283015,128.825212,폐사체,,,POINT (128.825212 37.283015),강원도 정선군
2380,2022-03-11,2022-03-16,강원도,홍천군,화촌면,장평리,산82,37.73307,128.095604,수렵개체,,,POINT (128.095604 37.73307),강원도 홍천군
2381,2022-03-14,2022-03-16,강원도,홍천군,화촌면,송정리,448-1,37.760747,127.911417,폐사체,,,POINT (127.911417 37.760747),강원도 홍천군
2382,2022-03-15,2022-03-16,충청북도,보은군,속리산면,도화리,산5-1,36.518829,127.849362,폐사체,,,POINT (127.849362 36.518829),충청북도 보은군
2383,2022-03-15,2022-03-16,충청북도,보은군,속리산면,도화리,산5-1,36.518829,127.849362,폐사체,,,POINT (127.849362 36.518829),충청북도 보은군
2384,2022-03-15,2022-03-16,충청북도,보은군,속리산면,도화리,산5-1,36.518829,127.849362,폐사체,,,POINT (127.849362 36.518829),충청북도 보은군
2385,2022-03-15,2022-03-16,충청북도,보은군,속리산면,도화리,산5-1,36.518829,127.849362,폐사체,,,POINT (127.849362 36.518829),충청북도 보은군
2386,2022-03-15,2022-03-16,강원도,춘천시,사북면,지암리,산5-12,37.972046,127.590073,폐사체,,,POINT (127.590073 37.972046),강원도 춘천시
2387,2022-03-15,2022-03-16,강원도,영월군,영월읍,방절리,산105,37.189883,128.440805,폐사체,,,POINT (128.440805 37.189883),강원도 영월군
2388,2022-03-15,2022-03-17,강원도,춘천시,동면,상걸리,산60,37.857334,127.851397,폐사체,,,POINT (127.851397 37.857334),강원도 춘천시
2389,2022-03-16,2022-03-17,경기도,가평군,조종면,마일리,산39,37.82417,127.388081,폐사체,,,POINT (127.388081 37.82417),경기도 가평군
2390,2022-03-16,2022-03-17,강원도,횡성군,횡성읍,정암리,878,37.461917,128.00774,폐사체,,,POINT (128.00774 37.461917),강원도 횡성군
2391,2022-03-16,2022-03-17,경상북도,상주시,화북면,상오리,174,36.525103,127.930852,폐사체,,,POINT (127.930852 36.525103),경상북도 상주시
2392,2022-03-16,2022-03-17,경상북도,상주시,화서면,하송리,286,36.496888,127.964527,폐사체,,,POINT (127.964527 36.496888),경상북도 상주시
2393,2022-03-16,2022-03-17,충청북도,보은군,속리산면,사내리,산1-1,36.546364,127.852579,폐사체,,,POINT (127.852579 36.546364),충청북도 보은군
2394,2022-03-13,2022-03-18,강원도,동해시,신흥동,,277-6,37.52468,129.014675,수렵개체,,,POINT (129.014675 37.52468),강원도 동해시
2395,2022-03-16,2022-03-18,강원도,삼척시,노곡면,우발리,산70,37.375868,129.171215,폐사체,,,POINT (129.171215 37.375868),강원도 삼척시
2396,2022-03-14,2022-03-18,강원도,강릉시,왕산면,목계리,산460-1,37.642702,128.878098,수렵개체,,,POINT (128.878098 37.642702),강원도 강릉시
2397,2022-03-14,2022-03-18,강원도,강릉시,강동면,산성우리,352-1,37.650755,129.01747,수렵개체,,,POINT (129.01747 37.650755),강원도 강릉시
2398,2022-03-15,2022-03-18,강원도,강릉시,왕산면,대기리,산2-1,37.588216,128.735274,수렵개체,,,POINT (128.735274 37.588216),강원도 강릉시
2399,2022-03-15,2022-03-18,강원도,강릉시,왕산면,대기리,산2-1,37.586902,128.736119,수렵개체,,,POINT (128.736119 37.586902),강원도 강릉시
2400,2022-03-16,2022-03-18,강원도,강릉시,왕산면,대기리,2900,37.58744,128.731772,수렵개체,,,POINT (128.731772 37.58744),강원도 강릉시
2401,2022-03-16,2022-03-18,강원도,강릉시,왕산면,대기리,2900,37.58744,128.731772,수렵개체,,,POINT (128.731772 37.58744),강원도 강릉시
2402,2022-03-14,2022-03-18,강원도,강릉시,주문진읍,장덕리,산215,37.87767,128.771019,폐사체,,,POINT (128.771019 37.87767),강원도 강릉시
2403,2022-03-17,2022-03-18,강원도,영월군,김삿갓면,대야리,174-1,37.125399,128.556902,폐사체,,,POINT (128.556902 37.125399),강원도 영월군
2404,2022-03-17,2022-03-20,충청북도,보은군,속리산면,사내리,산1-1,36.544461,127.849055,폐사체,,,POINT (127.849055 36.544461),충청북도 보은군
2405,2022-03-16,2022-03-20,충청북도,보은군,속리산면,도화리,산5-1,36.51807,127.85086,폐사체,,,POINT (127.85086 36.51807),충청북도 보은군
2406,2022-03-21,2022-03-22,충청북도,보은군,속리산면,도화리,산5-1,36.526879,127.867336,폐사체,,,POINT (127.867336 36.526879),충청북도 보은군
2407,2022-03-21,2022-03-22,충청북도,보은군,속리산면,도화리,산5-1,36.526811,127.868168,폐사체,,,POINT (127.868168 36.526811),충청북도 보은군
2408,2022-03-21,2022-03-22,충청북도,단양군,대강면,사인암리,산11,36.897772,128.339072,폐사체,,,POINT (128.339072 36.897772),충청북도 단양군
2409,2022-03-21,2022-03-22,경기도,가평군,가평읍,경반리,산152,37.834168,127.451695,폐사체,,,POINT (127.451695 37.834168),경기도 가평군
2410,2022-03-21,2022-03-22,경기도,가평군,조종면,마일리,산39-1,37.824235,127.388827,폐사체,,,POINT (127.388827 37.824235),경기도 가평군
2411,2022-03-21,2022-03-22,경기도,가평군,조종면,마일리,산39-1,37.823961,127.389003,폐사체,,,POINT (127.389003 37.823961),경기도 가평군
2412,2022-03-20,2022-03-22,강원도,홍천군,북방면,소매곡리,229-1,37.710237,127.828335,수렵개체,,,POINT (127.828335 37.710237),강원도 홍천군
2413,2022-03-21,2022-03-22,강원도,영월군,한반도면,후탄리,산90,37.190205,128.370037,폐사체,,,POINT (128.370037 37.190205),강원도 영월군
2414,2022-03-18,2022-03-23,경상북도,상주시,공성면,이화리,산142,36.259714,128.105712,수렵개체,,,POINT (128.105712 36.259714),경상북도 상주시
2415,2022-03-20,2022-03-23,충청북도,충주시,살미면,향산리,66-1,36.932544,127.957717,수렵개체,,,POINT (127.957717 36.932544),충청북도 충주시
2416,2022-03-21,2022-03-23,강원도,춘천시,북산면,조교리,산120-2,37.961533,127.911625,폐사체,,,POINT (127.911625 37.961533),강원도 춘천시
2417,2022-03-22,2022-03-24,강원도,삼척시,신기면,대이리,산44,37.334103,129.025658,폐사체,,,POINT (129.025658 37.334103),강원도 삼척시
2418,2022-03-22,2022-03-24,강원도,삼척시,신기면,대이리,산33,37.334438,129.025894,폐사체,,,POINT (129.025894 37.334438),강원도 삼척시
2419,2022-03-22,2022-03-24,강원도,삼척시,신기면,대이리,137,37.334293,129.026058,폐사체,,,POINT (129.026058 37.334293),강원도 삼척시
2420,2022-03-22,2022-03-24,강원도,삼척시,하장면,추동리,산1-1,37.367044,128.910219,수렵개체,,,POINT (128.910219 37.367044),강원도 삼척시
2421,2022-03-23,2022-03-24,강원도,삼척시,신기면,마차리,43,37.326793,129.073764,수렵개체,,,POINT (129.073764 37.326793),강원도 삼척시
2422,2022-03-22,2022-03-24,강원도,영월군,김삿갓면,각동리,산2,37.131452,128.520254,폐사체,,,POINT (128.520254 37.131452),강원도 영월군
2423,2022-03-23,2022-03-24,경상북도,상주시,화서면,하송리,산39-1,36.499292,127.963835,폐사체,,,POINT (127.963835 36.499292),경상북도 상주시
2424,2022-03-23,2022-03-25,강원도,양구군,국토정중앙면,두무리,산12,38.06595,128.0575,폐사체,,,POINT (128.0575 38.06595),강원도 양구군
2425,2022-03-23,2022-03-25,충청북도,보은군,속리산면,만수리,산1-1,36.49736,127.8856,폐사체,,,POINT (127.8856 36.49736),충청북도 보은군
2426,2022-03-23,2022-03-25,충청북도,보은군,속리산면,만수리,산1-1,36.4977,127.8842,폐사체,,,POINT (127.8842 36.4977),충청북도 보은군
2427,2022-03-22,2022-03-27,강원도,삼척시,신기면,대이리,산28-1,37.333491,129.027717,폐사체,,,POINT (129.027717 37.333491),강원도 삼척시
2428,2022-03-22,2022-03-27,강원도,삼척시,신기면,대이리,산28-1,37.333491,129.027717,폐사체,,,POINT (129.027717 37.333491),강원도 삼척시
2429,2022-03-22,2022-03-27,강원도,삼척시,신기면,대이리,산28-1,37.333491,129.027717,폐사체,,,POINT (129.027717 37.333491),강원도 삼척시
2430,2022-03-22,2022-03-27,강원도,삼척시,신기면,대이리,산29,37.334574,129.030051,폐사체,,,POINT (129.030051 37.334574),강원도 삼척시
2431,2022-03-22,2022-03-27,강원도,삼척시,신기면,대이리,산25,37.3344,129.031316,폐사체,,,POINT (129.031316 37.3344),강원도 삼척시
2432,2022-03-22,2022-03-27,강원도,삼척시,신기면,대이리,106,37.332921,129.032242,폐사체,,,POINT (129.032242 37.332921),강원도 삼척시
2433,2022-03-22,2022-03-27,강원도,인제군,상남면,하남리,643-5,37.890973,128.283365,수렵개체,,,POINT (128.283365 37.890973),강원도 인제군
2434,2022-03-25,2022-03-27,충청북도,보은군,속리산면,상판리,산4,36.522232,127.823347,폐사체,,,POINT (127.823347 36.522232),충청북도 보은군
2435,2022-03-25,2022-03-27,충청북도,충주시,산척면,명서리,산18,37.081413,128.045452,폐사체,,,POINT (128.045452 37.081413),충청북도 충주시
2436,2022-03-27,2022-03-29,강원도,영월군,영월읍,삼옥리,1116-1,37.230928,128.483721,수렵개체,,,POINT (128.483721 37.230928),강원도 영월군
2437,2022-03-27,2022-03-29,강원도,영월군,북면,마차리,149-2,37.287889,128.487034,수렵개체,,,POINT (128.487034 37.287889),강원도 영월군
2438,2022-03-26,2022-03-29,강원도,홍천군,화촌면,송정리,산65-1,37.760679,127.912398,폐사체,,,POINT (127.912398 37.760679),강원도 홍천군
2439,2022-03-28,2022-03-29,강원도,홍천군,두촌면,자은리,621,37.877931,128.029105,폐사체,,,POINT (128.029105 37.877931),강원도 홍천군
2440,2022-03-25,2022-03-30,강원도,삼척시,신기면,대이리,산17,37.334202,129.036874,폐사체,,,POINT (129.036874 37.334202),강원도 삼척시
2441,2022-03-25,2022-03-30,강원도,삼척시,신기면,대이리,산15,37.334512,129.038954,폐사체,,,POINT (129.038954 37.334512),강원도 삼척시
2442,2022-03-25,2022-03-30,강원도,삼척시,신기면,대이리,산1,37.332135,129.046645,폐사체,,,POINT (129.046645 37.332135),강원도 삼척시
2443,2022-03-28,2022-03-30,강원도,삼척시,신기면,대이리,산1,37.33322,129.04866,폐사체,,,POINT (129.04866 37.33322),강원도 삼척시
2444,2022-03-29,2022-03-30,강원도,평창군,진부면,화의리,산100,37.546768,128.51985,폐사체,,,POINT (128.51985 37.546768),강원도 평창군
2445,2022-03-28,2022-03-30,충청북도,제천시,덕산면,월악리,산1-1,36.851333,128.178515,폐사체,,,POINT (128.178515 36.851333),충청북도 제천시
2446,2022-03-29,2022-03-31,충청북도,제천시,덕산면,월악리,산1-1,36.843078,128.186584,폐사체,,,POINT (128.186584 36.843078),충청북도 제천시
2447,2022-03-29,2022-04-01,강원도,정선군,북평면,나전리,산100-1,37.44101,128.628,폐사체,,,POINT (128.628 37.44101),강원도 정선군
2448,2022-03-29,2022-04-01,강원도,강릉시,옥계면,남양리,1922,37.57966,129.0125,폐사체,,,POINT (129.0125 37.57966),강원도 강릉시
2449,2022-03-30,2022-04-01,강원도,영월군,영월읍,방절리,산100,37.18798,128.4346,폐사체,,,POINT (128.4346 37.18798),강원도 영월군
2450,2022-03-30,2022-04-01,강원도,영월군,영월읍,방절리,산105,37.18995,128.4395,폐사체,,,POINT (128.4395 37.18995),강원도 영월군
2451,2022-03-30,2022-04-01,강원도,영월군,영월읍,방절리,산105,37.19002,128.4398,폐사체,,,POINT (128.4398 37.19002),강원도 영월군
2452,2022-03-30,2022-04-01,강원도,영월군,영월읍,방절리,산105,37.19004,128.4396,폐사체,,,POINT (128.4396 37.19004),강원도 영월군
2453,2022-03-30,2022-04-01,강원도,영월군,영월읍,방절리,산105,37.19005,128.4398,폐사체,,,POINT (128.4398 37.19005),강원도 영월군
2454,2022-03-30,2022-04-01,강원도,영월군,영월읍,방절리,산105,37.1902,128.4399,폐사체,,,POINT (128.4399 37.1902),강원도 영월군
2455,2022-03-30,2022-04-03,강원도,영월군,영월읍,방절리,산105,37.190212,128.439833,폐사체,,,POINT (128.439833 37.190212),강원도 영월군
2456,2022-03-30,2022-04-03,강원도,삼척시,신기면,대이리,산71-2,37.331342,129.018312,폐사체,,,POINT (129.018312 37.331342),강원도 삼척시
2457,2022-03-30,2022-04-03,강원도,삼척시,신기면,대이리,산71-2,37.331342,129.018312,폐사체,,,POINT (129.018312 37.331342),강원도 삼척시
2458,2022-03-30,2022-04-03,강원도,삼척시,신기면,대이리,산28-1,37.335261,129.028199,폐사체,,,POINT (129.028199 37.335261),강원도 삼척시
2459,2022-03-30,2022-04-03,강원도,삼척시,근덕면,금계리,187-1,37.398553,129.178376,폐사체,,,POINT (129.178376 37.398553),강원도 삼척시
2460,2022-04-01,2022-04-03,충청북도,충주시,살미면,향산리,310-1,36.923,127.938924,폐사체,,,POINT (127.938924 36.923),충청북도 충주시
2461,2022-03-31,2022-04-03,강원도,영월군,영월읍,영흥리,산134-5,37.195383,128.444097,폐사체,,,POINT (128.444097 37.195383),강원도 영월군
2462,2022-04-01,2022-04-04,강원도,영월군,영월읍,방절리,639,37.188633,128.436766,폐사체,,,POINT (128.436766 37.188633),강원도 영월군
2463,2022-03-29,2022-04-05,경상북도,문경시,호계면,우로리,산62-1,36.675813,128.190282,수렵개체,,,POINT (128.190282 36.675813),경상북도 문경시
2464,2022-04-02,2022-04-05,충청북도,보은군,속리산면,삼가리,산18-1,36.48436,127.850893,폐사체,,,POINT (127.850893 36.48436),충청북도 보은군
2465,2022-04-02,2022-04-05,충청북도,보은군,속리산면,삼가리,산18-1,36.484067,127.851035,폐사체,,,POINT (127.851035 36.484067),충청북도 보은군
2466,2022-04-02,2022-04-05,충청북도,보은군,속리산면,삼가리,산18-1,36.484185,127.851544,폐사체,,,POINT (127.851544 36.484185),충청북도 보은군
2467,2022-04-04,2022-04-05,강원도,영월군,한반도면,쌍용리,산103-9,37.191416,128.313617,폐사체,,,POINT (128.313617 37.191416),강원도 영월군
2468,2022-04-04,2022-04-05,강원도,영월군,한반도면,쌍용리,산103-9,37.191835,128.315445,폐사체,,,POINT (128.315445 37.191835),강원도 영월군
2469,2022-04-04,2022-04-05,강원도,영월군,한반도면,쌍용리,산103-9,37.19183,128.315458,폐사체,,,POINT (128.315458 37.19183),강원도 영월군
2470,2022-04-04,2022-04-05,강원도,영월군,한반도면,쌍용리,산103-9,37.191808,128.315352,폐사체,,,POINT (128.315352 37.191808),강원도 영월군
2471,2022-04-04,2022-04-06,경상북도,상주시,화남면,평온리,산113,36.450811,127.897306,폐사체,,,POINT (127.897306 36.450811),경상북도 상주시
2472,2022-03-31,2022-04-06,강원도,강릉시,옥계면,산계리,산458,37.573751,128.97969,폐사체,,,POINT (128.97969 37.573751),강원도 강릉시
2473,2022-04-05,2022-04-07,강원도,춘천시,동면,감정리,산142,37.885148,127.795661,폐사체,,,POINT (127.795661 37.885148),강원도 춘천시
2474,2022-04-05,2022-04-07,강원도,춘천시,동면,감정리,산142,37.885148,127.795661,폐사체,,,POINT (127.795661 37.885148),강원도 춘천시
2475,2022-04-05,2022-04-07,강원도,춘천시,동면,감정리,산163-2,37.883655,127.793086,폐사체,,,POINT (127.793086 37.883655),강원도 춘천시
2476,2022-04-05,2022-04-07,강원도,춘천시,신동면,팔미리,산135-5,37.812953,127.674106,폐사체,,,POINT (127.674106 37.812953),강원도 춘천시
2477,2022-03-31,2022-04-07,강원도,정선군,정선읍,용탄리,71-5,37.420481,128.624405,폐사체,,,POINT (128.624405 37.420481),강원도 정선군
2478,2022-04-04,2022-04-07,강원도,정선군,여량면,유천리,산270-1,37.506264,128.69918,폐사체,,,POINT (128.69918 37.506264),강원도 정선군
2479,2022-04-05,2022-04-07,강원도,정선군,남면,광덕리,산207-1,37.289075,128.684154,폐사체,,,POINT (128.684154 37.289075),강원도 정선군
2480,2022-04-07,2022-04-08,강원도,횡성군,갑천면,구방리,산26-1,37.538783,128.074926,폐사체,,,POINT (128.074926 37.538783),강원도 횡성군
2481,2022-04-07,2022-04-08,강원도,영월군,한반도면,쌍용리,806,37.194615,128.318826,폐사체,,,POINT (128.318826 37.194615),강원도 영월군
2482,2022-04-07,2022-04-08,강원도,영월군,한반도면,쌍용리,산196,37.195197,128.516193,폐사체,,,POINT (128.516193 37.195197),강원도 영월군
2483,2022-04-07,2022-04-10,강원도,동해시,신흥동,,산287-1,37.51596,128.97981,폐사체,,,POINT (128.97981 37.51596),강원도 동해시
2484,,2022-04-10,강원도,인제군,남면,갑둔리,산71-2,37.910959,128.147136,폐사체,,,POINT (128.147136 37.910959),강원도 인제군
2485,2022-04-07,2022-04-10,충청북도,제천시,한수면,한천리,산5-2,36.94592,128.056437,폐사체,,,POINT (128.056437 36.94592),충청북도 제천시
2486,2022-04-08,2022-04-10,충청북도,제천시,한수면,덕곡리,66-9,36.941395,128.136152,폐사체,,,POINT (128.136152 36.941395),충청북도 제천시
2487,2022-04-07,2022-04-10,충청북도,보은군,속리산면,삼가리,산32,36.502111,127.84398,폐사체,,,POINT (127.84398 36.502111),충청북도 보은군
2488,2022-04-08,2022-04-10,충청북도,제천시,송학면,사곡리,산1-1,37.190411,128.312978,폐사체,,,POINT (128.312978 37.190411),충청북도 제천시
2489,2022-04-10,2022-04-11,경상북도,상주시,화남면,평온리,산115,36.451103,127.894549,폐사체,,,POINT (127.894549 36.451103),경상북도 상주시
2490,2022-04-08,2022-04-12,충청북도,보은군,속리산면,상판리,산2,36.519283,127.835043,폐사체,,,POINT (127.835043 36.519283),충청북도 보은군
2491,2022-04-08,2022-04-12,충청북도,보은군,속리산면,상판리,산2,36.518892,127.835353,폐사체,,,POINT (127.835353 36.518892),충청북도 보은군
2492,2022-04-08,2022-04-12,충청북도,보은군,속리산면,상판리,산2,36.518897,127.835353,폐사체,,,POINT (127.835353 36.518897),충청북도 보은군
2493,2022-04-08,2022-04-12,충청북도,보은군,속리산면,상판리,산2,36.519143,127.835043,폐사체,,,POINT (127.835043 36.519143),충청북도 보은군
2494,2022-04-11,2022-04-12,충청북도,보은군,속리산면,도화리,산5-1,36.532149,127.857183,폐사체,,,POINT (127.857183 36.532149),충청북도 보은군
2495,2022-04-09,2022-04-13,강원도,삼척시,노곡면,상월산리,149,37.335252,129.150375,수렵개체,,,POINT (129.150375 37.335252),강원도 삼척시
